miRNA 1B 2B 3B 4B 5B 6B 7B 8B 9B 10B 11B 12B 13B 14B 15B 16B 17B 18B 19B 20B 21B 22B 23B 24B 25B 26B 27B 28B 29B 30B 31B 32B 33B 34B 35B 36B 37B 38B 39B 40B 41B 42B 43B 44B 45B 46B 47B 48B 49B 50B 51B 52B 53B 54B 55B 56B 57B 58B 59B 60B 61B 62B 63B 64B 65B 66B 67B 68B 69B 70B
hsa-miR-105-5p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hsa-miR-640 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4755-3p 7.00 1.00 2.00 4.00 16.00 8.00 8.00 9.00 3.00 5.00 6.00 4.00 7.00 3.00 3.00 8.00 1.00 2.00 2.00 5.00 0.00 7.00 1.00 4.00 2.00 5.00 6.00 0.00 1.00 13.00 6.00 5.00 0.00 7.00 3.00 9.00 2.00 14.00 8.00 2.00 8.00 0.00 2.00 3.00 1.00 10.00 1.00 1.00 2.00 1.00 6.00 2.00 0.00 13.00 4.00 1.00 3.00 7.00 0.00 2.00 5.00 2.00 13.00 1.00 13.00 0.00 2.00 0.00 0.00 0.00
hsa-miR-199a-3p 622431 107379 586270 510558 151664 125711 80893 85230 180239 474486 369036 102181 169124 89374 148891 388269 449456 139866 48518 109355 47467 47186 22447 169578 188679 307985 45356 42119 85288 139877 17358 80203 125924 9097 166016 37421 515041 26554 293050 572855 476867 101494 77826 660914 506009 326894 494790 134094 101332 464048 446662 230639 71524 57037 214431 93686 112700 97746 60685 41102 204797 189752 15160 27262 1192847 232277 179097 184653 303611 33422
hsa-miR-1224-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-12129 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-30d-3p 151.00 51.00 121.00 93.00 32.00 29.00 29.00 33.00 44.00 68.00 62.00 18.00 73.00 34.00 34.00 53.00 104.00 78.00 10.00 31.00 14.00 10.00 8.00 37.00 37.00 68.00 13.00 20.00 18.00 30.00 16.00 29.00 67.00 11.00 64.00 15.00 192.00 32.00 104.00 211.00 222.00 84.00 46.00 203.00 167.00 101.00 157.00 41.00 74.00 71.00 86.00 77.00 18.00 21.00 58.00 44.00 17.00 31.00 29.00 12.00 42.00 35.00 22.00 11.00 319.00 175.00 60.00 134.00 8.00 1.00
hsa-miR-1307-5p 3869.00 1015.00 5713.00 2159.00 3195.00 1400.00 1195.00 1051.00 816.00 1466.00 3074.00 559.00 2761.00 1213.00 813.00 1208.00 1996.00 1401.00 510.00 472.00 260.00 338.00 131.00 1340.00 1032.00 1672.00 545.00 344.00 642.00 1273.00 1206.00 1607.00 2117.00 337.00 2418.00 796.00 9805.00 2296.00 2848.00 9177.00 4093.00 1815.00 1072.00 3375.00 4062.00 4113.00 4473.00 986.00 3215.00 1891.00 2026.00 2086.00 456.00 715.00 1376.00 1795.00 1381.00 1700.00 864.00 469.00 1269.00 1349.00 659.00 542.00 4748.00 3006.00 3285.00 1306.00 786.00 221.00
hsa-miR-32-3p 28.00 11.00 15.00 18.00 25.00 6.00 10.00 8.00 11.00 36.00 24.00 7.00 8.00 9.00 8.00 14.00 10.00 7.00 4.00 4.00 1.00 1.00 5.00 11.00 15.00 14.00 5.00 0.00 5.00 10.00 1.00 8.00 15.00 2.00 6.00 6.00 35.00 7.00 16.00 13.00 37.00 1.00 3.00 27.00 35.00 5.00 14.00 1.00 8.00 14.00 12.00 8.00 2.00 9.00 13.00 2.00 14.00 8.00 1.00 1.00 7.00 5.00 8.00 2.00 43.00 19.00 0.00 0.00 0.00 0.00
hsa-miR-4500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-708-5p 1.00 0.00 7.00 2.00 8.00 5.00 18.00 10.00 18.00 0.00 3.00 14.00 4.00 3.00 5.00 23.00 1.00 0.00 0.00 0.00 2.00 5.00 0.00 10.00 0.00 1.00 1.00 6.00 1.00 2.00 2.00 249.00 8.00 1.00 3.00 1.00 15.00 8.00 6.00 12.00 0.00 13.00 2.00 0.00 9.00 3.00 3.00 1.00 5.00 5.00 3.00 5.00 6.00 1.00 0.00 2.00 7.00 1.00 3.00 9.00 27.00 5.00 4.00 0.00 0.00 0.00 14.00 0.00 0.00 0.00
hsa-miR-525-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4273 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-488-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4466 0.00 0.00 0.00 0.00 0.00 1.00 0.00 3.00 0.00 1.00 2.00 0.00 0.00 0.00 0.00 1.00 1.00 2.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 2.00 1.00 1.00 1.00 0.00 1.00 2.00 0.00 4.00 0.00 1.00 0.00 1.00 1.00 0.00 0.00 1.00 1.00 0.00 0.00 2.00 0.00 3.00 0.00 0.00 1.00 0.00 2.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-2467-3p 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 6.00 0.00 0.00 0.00 0.00 0.00 1.00 2.00 0.00 2.00 2.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6764-5p 38.00 8.00 17.00 59.00 43.00 13.00 30.00 46.00 55.00 82.00 54.00 11.00 20.00 9.00 27.00 51.00 24.00 5.00 0.00 22.00 0.00 3.00 0.00 17.00 25.00 26.00 3.00 0.00 4.00 19.00 5.00 11.00 6.00 9.00 12.00 14.00 29.00 17.00 38.00 21.00 37.00 4.00 13.00 50.00 8.00 43.00 7.00 13.00 7.00 23.00 20.00 21.00 5.00 12.00 26.00 12.00 16.00 21.00 1.00 3.00 12.00 17.00 2.00 1.00 80.00 25.00 15.00 65.00 32.00 38.00
hsa-miR-548y 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 6.00 0.00 1.00 1.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3928-5p 1.00 0.00 2.00 0.00 1.00 1.00 1.00 4.00 2.00 2.00 0.00 0.00 1.00 0.00 0.00 2.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 3.00 3.00 1.00 1.00 2.00 0.00 0.00 0.00 0.00 1.00 0.00 2.00 0.00 1.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3914 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hsa-miR-34a-5p 274.00 26.00 222.00 329.00 106.00 63.00 119.00 87.00 73.00 421.00 259.00 117.00 132.00 40.00 227.00 227.00 142.00 53.00 18.00 31.00 12.00 31.00 15.00 47.00 39.00 100.00 24.00 12.00 22.00 135.00 22.00 98.00 549.00 8.00 67.00 40.00 308.00 55.00 268.00 433.00 251.00 110.00 77.00 246.00 182.00 296.00 180.00 211.00 64.00 223.00 152.00 231.00 33.00 35.00 148.00 79.00 104.00 121.00 46.00 49.00 64.00 92.00 35.00 22.00 235.00 53.00 25.00 56.00 28.00 0.00
hsa-miR-711 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-335-5p 9849.00 2415.00 4587.00 5199.00 2354.00 2915.00 1375.00 1392.00 2268.00 4293.00 4797.00 2069.00 2637.00 2222.00 1665.00 2676.00 3951.00 4548.00 984.00 2118.00 560.00 783.00 462.00 1923.00 1329.00 2391.00 634.00 1129.00 2166.00 2697.00 1834.00 909.00 4712.00 987.00 3731.00 834.00 7514.00 2193.00 4069.00 8034.00 6804.00 1640.00 2538.00 8738.00 7695.00 5120.00 7416.00 2157.00 1572.00 5470.00 4422.00 4258.00 984.00 1543.00 2072.00 1444.00 1931.00 1605.00 1197.00 909.00 2367.00 2610.00 1090.00 432.00 11492.00 5077.00 2328.00 2002.00 3172.00 403.00
hsa-miR-5588-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-99b-3p 72.00 24.00 124.00 806.00 107.00 117.00 198.00 394.00 900.00 1110.00 249.00 71.00 74.00 26.00 210.00 329.00 168.00 48.00 3.00 63.00 7.00 23.00 26.00 114.00 181.00 225.00 25.00 29.00 31.00 234.00 12.00 69.00 87.00 24.00 159.00 53.00 266.00 151.00 166.00 234.00 293.00 32.00 273.00 517.00 260.00 616.00 264.00 84.00 71.00 290.00 235.00 191.00 38.00 25.00 179.00 77.00 78.00 76.00 31.00 23.00 192.00 119.00 31.00 13.00 726.00 158.00 151.00 531.00 240.00 51.00
hsa-miR-6848-3p 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 2.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6769a-5p 1.00 0.00 2.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 1.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-5091 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-26a-5p 564980 134415 255820 535264 141921 240380 203818 185619 246262 444103 371908 93427 366529 110358 118274 351118 200326 104632 33940 56550 33866 50768 27261 113166 146121 211835 59141 50057 84152 172498 88338 169459 337150 123948 255812 124015 591593 109940 363628 667309 724922 177826 151378 837093 621206 418507 486983 121566 120528 328742 323433 230442 74945 131931 185958 125937 104962 123525 91291 56189 206442 166198 152935 31197 284729 294549 108668 105874 143612 25994
hsa-miR-4793-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6819-5p 2.00 0.00 1.00 6.00 0.00 0.00 3.00 2.00 3.00 6.00 0.00 0.00 1.00 1.00 0.00 2.00 1.00 0.00 0.00 3.00 0.00 1.00 0.00 3.00 1.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 2.00 4.00 3.00 0.00 0.00 1.00 0.00 5.00 1.00 4.00 4.00 4.00 1.00 5.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 1.00 2.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00
hsa-miR-6747-3p 7.00 4.00 0.00 6.00 4.00 0.00 12.00 15.00 8.00 4.00 1.00 6.00 0.00 2.00 1.00 5.00 1.00 0.00 0.00 0.00 0.00 0.00 4.00 1.00 0.00 1.00 1.00 0.00 3.00 1.00 0.00 8.00 0.00 9.00 1.00 3.00 0.00 1.00 14.00 4.00 2.00 3.00 6.00 13.00 0.00 9.00 0.00 4.00 0.00 3.00 4.00 6.00 8.00 3.00 4.00 0.00 5.00 3.00 0.00 0.00 3.00 9.00 0.00 0.00 5.00 1.00 0.00 0.00 0.00 0.00
hsa-miR-190a-5p 4097.00 3698.00 511.00 957.00 499.00 2289.00 2771.00 1588.00 639.00 1367.00 759.00 444.00 8913.00 2593.00 626.00 1324.00 848.00 356.00 380.00 244.00 119.00 357.00 246.00 224.00 214.00 267.00 390.00 132.00 216.00 441.00 3696.00 475.00 1471.00 3350.00 4460.00 2521.00 833.00 2414.00 601.00 1116.00 993.00 566.00 280.00 1710.00 1627.00 447.00 728.00 542.00 272.00 741.00 405.00 510.00 284.00 4556.00 442.00 352.00 798.00 436.00 314.00 336.00 1426.00 625.00 3929.00 178.00 642.00 3351.00 1820.00 543.00 423.00 394.00
hsa-miR-7109-5p 1.00 0.00 1.00 2.00 0.00 0.00 1.00 0.00 0.00 3.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 4.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 2.00 0.00 0.00 1.00 1.00 0.00 0.00 1.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6728-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4647 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3674 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3165 2.00 0.00 2.00 1.00 0.00 0.00 3.00 6.00 0.00 0.00 1.00 0.00 2.00 0.00 0.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 3.00 0.00 0.00 0.00 0.00 1.00 4.00 3.00 0.00 5.00 3.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-548c-3p 4.00 2.00 3.00 5.00 0.00 1.00 0.00 4.00 4.00 0.00 1.00 2.00 9.00 4.00 0.00 0.00 3.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 3.00 3.00 1.00 4.00 1.00 4.00 0.00 12.00 1.00 1.00 16.00 5.00 3.00 4.00 0.00 2.00 3.00 2.00 2.00 4.00 2.00 0.00 2.00 1.00 1.00 1.00 3.00 0.00 0.00 0.00 0.00 1.00 0.00 5.00 0.00 1.00 0.00 7.00 13.00 0.00 0.00 0.00 0.00
hsa-miR-4308 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6731-5p 3.00 0.00 2.00 0.00 2.00 1.00 0.00 3.00 1.00 7.00 3.00 0.00 1.00 0.00 1.00 6.00 2.00 0.00 0.00 0.00 0.00 3.00 0.00 1.00 0.00 1.00 3.00 0.00 0.00 3.00 1.00 6.00 2.00 0.00 2.00 2.00 1.00 0.00 4.00 1.00 3.00 0.00 0.00 0.00 0.00 1.00 3.00 2.00 1.00 2.00 1.00 2.00 0.00 2.00 0.00 4.00 0.00 3.00 0.00 0.00 3.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3130-3p 2 0 2 0 0 0 2 0 2 2 6 12 2 0 4 0 2 0 0 0 0 0 0 2 0 0 0 0 0 2 4 4 2 2 0 2 2 2 0 2 4 0 0 2 2 10 2 0 0 2 0 0 0 2 2 4 4 2 4 0 2 0 4 0 22 0 0 0 0 0
hsa-miR-3666 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-122b-5p 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4639-5p 3.00 2.00 5.00 2.00 0.00 4.00 2.00 2.00 1.00 5.00 0.00 0.00 1.00 2.00 1.00 6.00 12.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 2.00 2.00 1.00 0.00 1.00 1.00 2.00 0.00 1.00 3.00 6.00 2.00 0.00 6.00 2.00 4.00 0.00 1.00 4.00 1.00 3.00 0.00 0.00 4.00 1.00 0.00 4.00 1.00 0.00 0.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-1264 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-297 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-5583-3p 44 2 6 26 14 18 12 4 8 32 20 2 24 18 18 24 12 8 8 18 0 0 0 10 4 14 2 0 2 2 8 12 14 8 12 6 8 10 18 22 26 0 12 8 6 18 16 2 0 18 20 18 4 8 8 4 4 12 0 6 2 6 14 2 18 0 0 0 66 0
hsa-miR-3188 19.00 1.00 18.00 33.00 14.00 11.00 2.00 25.00 19.00 66.00 11.00 23.00 11.00 7.00 34.00 56.00 15.00 2.00 3.00 7.00 2.00 10.00 6.00 3.00 3.00 39.00 3.00 0.00 1.00 28.00 3.00 12.00 6.00 12.00 14.00 25.00 56.00 12.00 21.00 45.00 30.00 11.00 12.00 19.00 13.00 20.00 24.00 9.00 8.00 43.00 29.00 26.00 12.00 13.00 13.00 2.00 2.00 19.00 13.00 6.00 8.00 24.00 6.00 3.00 34.00 0.00 32.00 0.00 51.00 0.00
