miRNA 1A 2A 3A 4A 5A 6A 7A 8A 9A 10A 11A 12A 13A 14A 15A 16A 17A 18A 19A 20A 21A 22A 23A 24A 25A 26A 27A 28A 29A 30A 31A 32A 33A 34A 35A 36A 37A 38A 39A 40A 41A 42A 43A 44A 45A 46A 47A 48A 49A 50A 51A 52A 53A 54A 55A 56A 57A 58A 59A 60A 61A 62A 63A 64A 65A 66A 67A 68A 69A 70A
hsa-miR-4739 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-630 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-1246 2374.00 84.00 240.00 683.00 189.00 316.00 2418.00 484.00 542.00 298.00 93.00 2538.00 1183.00 789.00 370.00 1281.00 35.00 78.00 107.00 59.00 49.00 111.00 281.00 132.00 124.00 290.00 118.00 350.00 181.00 615.00 497.00 1058.00 77.00 963.00 2769.00 1247.00 976.00 1712.00 1277.00 682.00 55.00 72.00 150.00 46.00 225.00 939.00 126.00 680.00 120.00 2107.00 77.00 71.00 36.00 90.00 117.00 500.00 114.00 250.00 41.00 47.00 697.00 3874.00 11307.00 108.00 3316.00 368.00 285.00 558.00 348.00 132.00
hsa-miR-3135b 6.00 0.00 0.00 10.00 5.00 4.00 4.00 15.00 11.00 5.00 11.00 1.00 2.00 0.00 6.00 7.00 1.00 2.00 0.00 5.00 0.00 1.00 1.00 4.00 1.00 2.00 2.00 1.00 1.00 1.00 1.00 9.00 5.00 6.00 7.00 7.00 3.00 1.00 2.00 2.00 6.00 4.00 6.00 4.00 1.00 4.00 5.00 0.00 1.00 2.00 1.00 1.00 0.00 0.00 2.00 2.00 4.00 4.00 0.00 0.00 1.00 3.00 0.00 2.00 3.00 1.00 2.00 0.00 1.00 0.00
hsa-miR-600 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-129-1-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4268 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-876-5p 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 2.00 4.00 0.00 0.00 1.00 1.00 3.00 1.00 1.00 0.00 0.00 0.00 0.00 2.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 6.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 20.00 8.00 4.00 1.00 0.00 0.00 1.00 1.00 1.00 0.00 0.00 4.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3145-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-12122 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3085-3p 0.00 0.00 0.00 0.00 5.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-582-5p 1.00 6.00 8.00 2.00 86.00 70.00 0.00 9.00 6.00 18.00 59.00 21.00 15.00 16.00 8.00 5.00 6.00 42.00 0.00 26.00 42.00 18.00 15.00 15.00 34.00 9.00 6.00 8.00 29.00 1.00 6.00 3.00 2.00 7.00 13.00 32.00 9.00 8.00 1.00 3.00 12.00 25.00 14.00 5.00 28.00 4.00 4.00 8.00 0.00 9.00 9.00 8.00 4.00 7.00 15.00 44.00 19.00 12.00 0.00 1.00 9.00 11.00 13.00 16.00 8.00 0.00 0.00 32.00 7.00 36.00
hsa-miR-1470 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4291 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-766-5p 63.00 3.00 8.00 341.00 351.00 204.00 25.00 130.00 152.00 193.00 220.00 30.00 76.00 118.00 277.00 152.00 37.00 120.00 35.00 117.00 15.00 36.00 34.00 143.00 30.00 142.00 33.00 42.00 96.00 118.00 26.00 161.00 89.00 84.00 112.00 209.00 75.00 52.00 63.00 42.00 139.00 295.00 302.00 184.00 89.00 75.00 106.00 71.00 26.00 163.00 83.00 75.00 20.00 57.00 129.00 136.00 106.00 92.00 19.00 9.00 57.00 50.00 18.00 24.00 110.00 107.00 235.00 163.00 60.00 179.00
hsa-miR-548ae-5p 297 29 272 442 1348 1648 265 257 419 548 1080 4431 3091 773 463 1087 151 580 145 472 262 178 262 436 174 226 153 180 378 280 247 788 332 362 2553 1545 882 3654 1341 1075 545 894 505 150 870 206 258 1632 176 536 306 226 127 206 352 862 712 334 38 68 756 1022 3801 232 875 575 210 1348 298 527
hsa-miR-1271-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 1.00 2.00 0.00 1.00 0.00 2.00 1.00 0.00 3.00 1.00 2.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-200c-3p 183.00 30.00 97.00 913.00 560.00 509.00 53.00 370.00 456.00 446.00 588.00 115.00 286.00 281.00 551.00 695.00 196.00 373.00 149.00 465.00 57.00 119.00 151.00 424.00 158.00 493.00 148.00 224.00 337.00 356.00 124.00 687.00 625.00 408.00 281.00 526.00 303.00 138.00 206.00 238.00 531.00 822.00 1236.00 545.00 912.00 657.00 542.00 157.00 46.00 405.00 401.00 253.00 45.00 171.00 195.00 411.00 377.00 342.00 72.00 59.00 169.00 294.00 42.00 171.00 314.00 119.00 437.00 467.00 348.00 225.00
hsa-miR-4721 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6810-5p 13.00 0.00 0.00 21.00 21.00 20.00 0.00 19.00 13.00 18.00 28.00 0.00 6.00 7.00 11.00 25.00 6.00 15.00 0.00 14.00 0.00 2.00 3.00 5.00 5.00 14.00 1.00 1.00 5.00 1.00 6.00 7.00 0.00 21.00 6.00 2.00 4.00 2.00 1.00 1.00 24.00 29.00 15.00 29.00 15.00 3.00 3.00 4.00 2.00 16.00 5.00 8.00 0.00 5.00 15.00 7.00 11.00 5.00 2.00 4.00 3.00 2.00 0.00 3.00 1.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6853-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4744 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3670 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hsa-miR-3925-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-17-3p 42.00 66.00 27.00 84.00 120.00 271.00 9.00 16.00 54.00 25.00 75.00 345.00 408.00 66.00 17.00 164.00 19.00 41.00 25.00 23.00 15.00 22.00 4.00 58.00 7.00 27.00 18.00 13.00 35.00 28.00 40.00 116.00 79.00 76.00 230.00 359.00 52.00 115.00 173.00 113.00 75.00 233.00 70.00 48.00 408.00 38.00 79.00 122.00 24.00 67.00 54.00 47.00 15.00 44.00 83.00 167.00 69.00 34.00 17.00 9.00 68.00 119.00 117.00 23.00 104.00 0.00 87.00 96.00 49.00 35.00
hsa-miR-4652-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-5585-5p 0.00 0.00 0.00 1.00 0.00 2.00 1.00 2.00 2.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 1.00 0.00 0.00 4.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 3.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-196b-3p 0.00 0.00 0.00 2.00 2.00 2.00 0.00 0.00 0.00 1.00 3.00 7.00 3.00 3.00 1.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 2.00 1.00 2.00 7.00 0.00 2.00 2.00 1.00 0.00 1.00 4.00 1.00 1.00 0.00 1.00 3.00 0.00 1.00 0.00 2.00 0.00 0.00 3.00 3.00 3.00 2.00 0.00 0.00 1.00 3.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-10523-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-196a-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3200-3p 19.00 0.00 31.00 27.00 75.00 60.00 9.00 13.00 15.00 19.00 18.00 382.00 445.00 105.00 16.00 268.00 2.00 7.00 0.00 8.00 1.00 18.00 11.00 18.00 0.00 8.00 14.00 6.00 6.00 15.00 57.00 94.00 1.00 91.00 359.00 268.00 232.00 566.00 79.00 208.00 53.00 21.00 5.00 5.00 16.00 28.00 25.00 292.00 10.00 26.00 3.00 7.00 3.00 14.00 14.00 28.00 28.00 13.00 12.00 6.00 101.00 114.00 619.00 0.00 82.00 0.00 0.00 15.00 0.00 0.00
hsa-miR-320e 89.00 5.00 24.00 106.00 146.00 74.00 83.00 107.00 75.00 53.00 64.00 58.00 109.00 49.00 74.00 80.00 22.00 60.00 42.00 29.00 10.00 41.00 44.00 38.00 31.00 69.00 22.00 31.00 26.00 65.00 71.00 113.00 41.00 78.00 159.00 92.00 164.00 291.00 83.00 279.00 231.00 67.00 61.00 33.00 25.00 45.00 66.00 113.00 22.00 57.00 56.00 31.00 20.00 88.00 56.00 87.00 60.00 80.00 23.00 23.00 64.00 45.00 275.00 24.00 86.00 28.00 68.00 59.00 38.00 12.00
hsa-miR-4433a-5p 2.00 0.00 0.00 8.00 1.00 3.00 0.00 0.00 3.00 4.00 4.00 3.00 8.00 5.00 6.00 3.00 1.00 1.00 0.00 1.00 0.00 0.00 3.00 3.00 4.00 8.00 0.00 1.00 1.00 5.00 3.00 3.00 3.00 2.00 1.00 5.00 11.00 1.00 3.00 4.00 1.00 4.00 4.00 11.00 8.00 0.00 9.00 0.00 0.00 5.00 1.00 1.00 0.00 2.00 1.00 4.00 6.00 1.00 5.00 0.00 1.00 3.00 1.00 0.00 1.00 0.00 0.00 10.00 1.00 0.00
hsa-miR-4804-3p 0.00 0.00 5.00 0.00 3.00 1.00 0.00 1.00 0.00 0.00 1.00 1.00 3.00 0.00 0.00 1.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 2.00 2.00 1.00 0.00 1.00 0.00 2.00 1.00 0.00 2.00 3.00 0.00 1.00 3.00 0.00 1.00 3.00 2.00 0.00 0.00 4.00 0.00 1.00 2.00 0.00 3.00 1.00 0.00 0.00 1.00 0.00 1.00 2.00 3.00 0.00 0.00 0.00 0.00 6.00 0.00 6.00 0.00 0.00 31.00 0.00 0.00
hsa-miR-3689a-3p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hsa-miR-548ba 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-548d-3p 0 4 4 4 14 20 2 0 0 6 12 20 12 0 0 0 0 2 0 6 0 0 0 10 0 0 12 0 8 2 0 2 12 6 24 12 4 12 6 4 2 12 10 0 20 0 10 4 0 4 2 8 0 0 6 0 16 2 0 0 4 2 12 10 12 0 0 0 0 0
hsa-miR-10393-3p 0.00 0.00 0.00 3.00 1.00 4.00 0.00 2.00 1.00 2.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 3.00 5.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 2.00 0.00 3.00 0.00 2.00 0.00 1.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-8080 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4316 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-10400-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4690-5p 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 2.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4717-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-548az-5p 1.00 0.00 8.00 2.00 14.00 11.00 7.00 5.00 3.00 3.00 6.00 43.00 46.00 12.00 6.00 38.00 1.00 1.00 0.00 5.00 2.00 0.00 7.00 0.00 0.00 1.00 2.00 3.00 0.00 3.00 11.00 19.00 5.00 6.00 26.00 34.00 21.00 42.00 25.00 15.00 6.00 9.00 6.00 0.00 7.00 4.00 1.00 12.00 3.00 16.00 1.00 2.00 0.00 1.00 2.00 4.00 3.00 1.00 0.00 0.00 10.00 13.00 29.00 0.00 1.00 15.00 2.00 0.00 0.00 0.00
hsa-miR-3678-3p 0.00 0.00 0.00 2.00 7.00 0.00 0.00 1.00 0.00 0.00 2.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 3.00 1.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3194-5p 1.00 0.00 0.00 0.00 3.00 3.00 0.00 0.00 0.00 7.00 2.00 0.00 3.00 1.00 5.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 0.00 0.00 2.00 1.00 0.00 0.00 0.00 0.00 5.00 0.00 1.00 2.00 0.00 0.00 3.00 1.00 0.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 10.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-605-3p 7.00 0.00 2.00 5.00 8.00 21.00 0.00 2.00 5.00 1.00 15.00 3.00 2.00 8.00 15.00 10.00 1.00 0.00 2.00 8.00 2.00 3.00 2.00 11.00 1.00 4.00 3.00 0.00 7.00 6.00 0.00 10.00 17.00 0.00 9.00 20.00 4.00 3.00 0.00 1.00 2.00 16.00 10.00 7.00 14.00 3.00 6.00 2.00 0.00 14.00 5.00 4.00 0.00 6.00 8.00 12.00 9.00 3.00 0.00 0.00 0.00 7.00 2.00 8.00 15.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4706 3.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 3.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 5.00 1.00 1.00 4.00 0.00 0.00 2.00 0.00 0.00 0.00 1.00 2.00 0.00 1.00 1.00 3.00 2.00 2.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4725-3p 0.00 0.00 1.00 0.00 0.00 3.00 1.00 0.00 0.00 0.00 0.00 2.00 2.00 0.00 0.00 1.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 3.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00
