miRNA 31A 31B 32A 32B 33A 33B 34A 34B 35A 35B 36A 36B 37A 37B 38A 38B 39A 39B 40A 40B 41A 41B 42A 42B 43A 43B 44A 44B 45A 45B 46A 46B 47A 47B 48A 48B 49A 49B 50A 50B 51A 51B 52A 52B 53A 53B 54A 54B 55A 55B 56A 56B 57A 57B 58A 58B 59A 59B 60A 60B 61A 61B 62A 62B 63A 63B 64A 64B 65A 65B 66A 66B 67A 67B 68A 68B 69A 69B 70A 70B
hsa-miR-6826-5p 0.00 4.00 2.00 0.00 1.00 2.00 5.00 2.00 0.00 0.00 0.00 1.00 1.00 4.00 2.00 0.00 2.00 3.00 4.00 6.00 0.00 0.00 0.00 0.00 3.00 1.00 0.00 1.00 7.00 5.00 0.00 1.00 0.00 3.00 0.00 1.00 0.00 0.00 2.00 4.00 0.00 2.00 2.00 2.00 0.00 1.00 0.00 1.00 1.00 0.00 0.00 2.00 0.00 2.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 1.00 0.00 1.00 0.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-5092 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-135a-3p 0.00 2.00 6.00 1.00 10.00 7.00 11.00 1.00 6.00 4.00 14.00 3.00 1.00 4.00 2.00 0.00 3.00 14.00 7.00 10.00 13.00 16.00 4.00 0.00 20.00 1.00 12.00 9.00 4.00 5.00 5.00 28.00 7.00 1.00 4.00 4.00 0.00 0.00 6.00 6.00 12.00 9.00 6.00 12.00 0.00 2.00 3.00 1.00 3.00 8.00 4.00 1.00 3.00 4.00 4.00 1.00 3.00 0.00 0.00 0.00 0.00 1.00 2.00 3.00 0.00 4.00 3.00 0.00 10.00 28.00 0.00 0.00 14.00 0.00 0.00 0.00 0.00 61.00 2.00 0.00
hsa-miR-516a-3p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hsa-miR-548b-5p 2.00 12.00 9.00 6.00 2.00 6.00 6.00 15.00 23.00 13.00 23.00 9.00 9.00 13.00 29.00 26.00 19.00 6.00 15.00 9.00 4.00 14.00 12.00 3.00 6.00 8.00 3.00 22.00 20.00 3.00 11.00 7.00 10.00 14.00 20.00 6.00 3.00 4.00 5.00 17.00 4.00 10.00 3.00 5.00 2.00 5.00 2.00 15.00 6.00 4.00 9.00 3.00 7.00 4.00 6.00 9.00 3.00 3.00 0.00 0.00 11.00 13.00 17.00 7.00 26.00 15.00 2.00 7.00 18.00 30.00 0.00 17.00 27.00 24.00 61.00 38.00 0.00 0.00 1.00 0.00
hsa-miR-4513 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-518e-5p 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 6 6 1 0 6 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 7 0 0 0 1 6 1 0 0 0 0 0 0 6 0 6 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0
hsa-miR-205-5p 44.00 12.00 31.00 108.00 74.00 39.00 67.00 18.00 15.00 17.00 64.00 28.00 33.00 242.00 19.00 8.00 28.00 69.00 23.00 81.00 227.00 239.00 122.00 117.00 159.00 98.00 72.00 83.00 277.00 194.00 168.00 156.00 177.00 23.00 18.00 76.00 33.00 93.00 38.00 131.00 76.00 71.00 43.00 80.00 19.00 88.00 252.00 49.00 101.00 170.00 118.00 88.00 1499.00 1884.00 159.00 321.00 55.00 99.00 30.00 54.00 64.00 42.00 63.00 158.00 8.00 28.00 82.00 121.00 35.00 73.00 164.00 129.00 202.00 110.00 455.00 261.00 383.00 378.00 393.00 399.00
hsa-miR-593-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6836-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 1.00 2.00 0.00 0.00 1.00 1.00 1.00 0.00 4.00 0.00 3.00 1.00 2.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 5.00 1.00 1.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 1.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-653-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6515-5p 0.00 5.00 10.00 2.00 5.00 4.00 1.00 3.00 6.00 7.00 8.00 2.00 8.00 12.00 9.00 1.00 2.00 11.00 2.00 9.00 16.00 13.00 14.00 3.00 3.00 7.00 3.00 13.00 1.00 3.00 9.00 31.00 2.00 5.00 6.00 3.00 0.00 5.00 5.00 3.00 4.00 1.00 5.00 13.00 0.00 1.00 3.00 4.00 10.00 10.00 13.00 4.00 7.00 5.00 2.00 3.00 2.00 0.00 0.00 1.00 6.00 7.00 3.00 0.00 3.00 1.00 0.00 5.00 14.00 3.00 29.00 2.00 13.00 0.00 57.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6503-5p 1.00 1.00 3.00 66.00 0.00 8.00 3.00 1.00 9.00 4.00 27.00 3.00 6.00 41.00 15.00 11.00 3.00 4.00 8.00 38.00 4.00 11.00 8.00 0.00 12.00 0.00 2.00 9.00 5.00 3.00 0.00 0.00 1.00 2.00 1.00 1.00 0.00 0.00 7.00 6.00 1.00 3.00 1.00 2.00 0.00 0.00 1.00 3.00 9.00 1.00 12.00 0.00 3.00 3.00 0.00 13.00 2.00 0.00 0.00 0.00 4.00 7.00 2.00 0.00 2.00 7.00 2.00 8.00 4.00 0.00 0.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6504-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-627-5p 43.00 164.00 82.00 31.00 51.00 84.00 48.00 81.00 202.00 154.00 172.00 48.00 79.00 171.00 227.00 249.00 78.00 80.00 94.00 167.00 52.00 109.00 139.00 111.00 34.00 57.00 196.00 444.00 300.00 206.00 38.00 71.00 43.00 88.00 47.00 25.00 38.00 86.00 71.00 30.00 40.00 61.00 29.00 70.00 18.00 12.00 58.00 134.00 58.00 94.00 94.00 124.00 61.00 120.00 76.00 39.00 6.00 44.00 17.00 39.00 80.00 73.00 44.00 50.00 425.00 82.00 53.00 39.00 84.00 141.00 18.00 126.00 39.00 94.00 61.00 172.00 33.00 91.00 41.00 1.00
hsa-miR-3618 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-5186 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-513a-3p 0 0 0 0 0 0 0 0 2 8 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hsa-miR-10392-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-210-5p 0.00 2.00 0.00 0.00 2.00 0.00 2.00 1.00 0.00 0.00 4.00 6.00 0.00 1.00 0.00 0.00 0.00 3.00 1.00 0.00 0.00 2.00 2.00 0.00 1.00 0.00 0.00 1.00 7.00 1.00 0.00 1.00 0.00 1.00 1.00 1.00 0.00 0.00 0.00 2.00 0.00 1.00 0.00 4.00 0.00 0.00 0.00 0.00 0.00 2.00 1.00 1.00 1.00 1.00 3.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-5196-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4708-3p 0.00 0.00 0.00 0.00 1.00 2.00 5.00 0.00 2.00 2.00 5.00 5.00 1.00 1.00 0.00 0.00 0.00 5.00 0.00 6.00 0.00 4.00 0.00 0.00 5.00 0.00 0.00 4.00 0.00 1.00 3.00 9.00 0.00 0.00 0.00 2.00 0.00 0.00 2.00 4.00 0.00 0.00 2.00 6.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 2.00 4.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 1.00 1.00 0.00 0.00 0.00 0.00 2.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6078 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3173-5p 79.00 5.00 31.00 13.00 41.00 13.00 31.00 20.00 19.00 41.00 46.00 46.00 20.00 49.00 33.00 24.00 33.00 81.00 35.00 34.00 86.00 71.00 51.00 14.00 45.00 59.00 88.00 82.00 32.00 30.00 33.00 89.00 54.00 10.00 12.00 41.00 14.00 19.00 26.00 37.00 39.00 36.00 31.00 35.00 6.00 33.00 40.00 28.00 19.00 29.00 26.00 18.00 55.00 42.00 34.00 45.00 23.00 21.00 7.00 13.00 14.00 10.00 14.00 49.00 20.00 21.00 20.00 12.00 11.00 21.00 23.00 14.00 116.00 0.00 69.00 0.00 34.00 0.00 18.00 41.00
hsa-miR-4748 6.00 5.00 3.00 3.00 6.00 4.00 9.00 5.00 11.00 8.00 14.00 10.00 4.00 25.00 8.00 5.00 6.00 19.00 12.00 16.00 31.00 23.00 24.00 12.00 10.00 1.00 16.00 18.00 9.00 12.00 3.00 10.00 11.00 3.00 5.00 12.00 0.00 2.00 5.00 20.00 2.00 14.00 9.00 8.00 1.00 10.00 8.00 6.00 12.00 11.00 22.00 16.00 8.00 8.00 18.00 3.00 3.00 7.00 0.00 0.00 2.00 6.00 7.00 6.00 3.00 6.00 1.00 1.00 17.00 23.00 0.00 12.00 19.00 0.00 31.00 0.00 6.00 0.00 0.00 0.00
hsa-miR-4302 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4735-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-223-3p 64462.00 102284.00 424778.00 204382.00 376167.00 355668.00 329582.00 38532.00 530397.00 364917.00 579594.00 217726.00 214893.00 2048297.00 630013.00 183661.00 222249.00 846369.00 184665.00 1416792.00 559541.00 1235861.00 1111511.00 208828.00 842386.00 222503.00 286504.00 1202463.00 816256.00 738141.00 277942.00 696126.00 314252.00 364660.00 175048.00 176492.00 82415.00 180917.00 475521.00 673028.00 374089.00 599902.00 296715.00 368667.00 70068.00 107345.00 204599.00 122328.00 594285.00 402104.00 1079275.00 313328.00 621186.00 260307.00 286679.00 626215.00 73997.00 156558.00 55253.00 88696.00 175403.00 224664.00 278803.00 313640.00 129118.00 144590.00 183363.00 229777.00 576145.00 825357.00 196728.00 387961.00 383188.00 98548.00 1051698.00 295003.00 323777.00 371413.00 568025.00 75755.00
hsa-miR-142-5p 11235.00 49414.00 24879.00 30277.00 30196.00 51849.00 29566.00 24487.00 67553.00 65163.00 111300.00 22079.00 21258.00 106162.00 85868.00 80788.00 27770.00 36046.00 28040.00 87411.00 17698.00 53451.00 72129.00 20221.00 31678.00 14572.00 18004.00 73121.00 105824.00 103152.00 23842.00 31093.00 18776.00 101952.00 44682.00 10527.00 8165.00 19542.00 31119.00 29238.00 24619.00 34816.00 19065.00 20284.00 5964.00 8438.00 10804.00 30023.00 25567.00 17473.00 74422.00 18341.00 31869.00 15897.00 13355.00 25893.00 6436.00 13245.00 5434.00 6842.00 24463.00 43081.00 34609.00 16357.00 55835.00 34783.00 15060.00 12386.00 43430.00 83201.00 12669.00 97226.00 19862.00 48000.00 90161.00 15981.00 17791.00 21717.00 43112.00 4949.00
hsa-miR-6803-3p 8.00 0.00 4.00 4.00 18.00 0.00 16.00 7.00 5.00 7.00 14.00 9.00 5.00 2.00 5.00 5.00 4.00 12.00 9.00 2.00 12.00 7.00 4.00 6.00 14.00 14.00 27.00 12.00 3.00 6.00 9.00 20.00 38.00 2.00 6.00 33.00 8.00 3.00 7.00 3.00 17.00 3.00 10.00 4.00 11.00 12.00 5.00 0.00 1.00 5.00 2.00 2.00 8.00 0.00 8.00 5.00 19.00 3.00 0.00 16.00 3.00 0.00 1.00 7.00 0.00 3.00 5.00 2.00 3.00 0.00 0.00 6.00 14.00 0.00 34.00 0.00 39.00 50.00 0.00 56.00
hsa-miR-6511a-3p 76 20 72 40 84 8 76 76 40 48 92 48 144 56 56 24 24 144 104 76 64 108 164 52 216 60 224 216 140 84 72 308 156 24 24 68 44 8 72 64 76 44 44 104 4 24 28 28 8 52 16 28 44 40 48 80 16 4 0 32 28 72 80 96 40 28 40 0 72 16 0 96 152 0 68 516 464 584 0 168
hsa-miR-507 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-5583-5p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hsa-miR-3171 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3908 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4761-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 1.00 1.00 2.00 0.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 2.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 4.00 3.00 0.00 0.00 0.00 1.00 0.00 0.00 2.00 0.00 0.00 2.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-8053 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-186-3p 8.00 11.00 28.00 13.00 25.00 27.00 19.00 6.00 23.00 19.00 111.00 2.00 11.00 51.00 17.00 31.00 7.00 32.00 10.00 79.00 11.00 93.00 65.00 15.00 46.00 7.00 21.00 77.00 57.00 47.00 17.00 32.00 15.00 43.00 22.00 21.00 11.00 28.00 32.00 29.00 23.00 18.00 14.00 25.00 11.00 3.00 14.00 8.00 22.00 11.00 41.00 19.00 25.00 12.00 7.00 20.00 2.00 13.00 3.00 0.00 5.00 17.00 10.00 14.00 12.00 9.00 13.00 3.00 21.00 122.00 13.00 53.00 0.00 20.00 51.00 0.00 0.00 55.00 0.00 0.00
hsa-miR-3689d 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hsa-miR-6769b-3p 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-7106-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 6.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-12115 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-10a-3p 0.00 4.00 39.00 25.00 35.00 9.00 13.00 3.00 16.00 8.00 50.00 3.00 5.00 44.00 5.00 0.00 12.00 42.00 8.00 28.00 4.00 38.00 29.00 14.00 48.00 8.00 15.00 57.00 38.00 30.00 17.00 33.00 33.00 37.00 6.00 28.00 1.00 8.00 39.00 51.00 27.00 30.00 24.00 54.00 3.00 5.00 5.00 4.00 8.00 23.00 27.00 4.00 53.00 20.00 9.00 15.00 4.00 0.00 3.00 2.00 6.00 17.00 18.00 25.00 8.00 4.00 13.00 4.00 20.00 167.00 12.00 69.00 106.00 35.00 284.00 154.00 40.00 50.00 104.00 0.00
