miRNA 1A 1B 2A 2B 3A 3B 4A 4B 5A 5B 6A 6B 7A 7B 8A 8B 9A 9B 10A 10B 11A 11B 12A 12B 13A 13B 14A 14B 15A 15B 16A 16B 17A 17B 18A 18B 19A 19B 20A 20B 21A 21B 22A 22B 23A 23B 24A 24B 25A 25B 26A 26B 27A 27B 28A 28B 29A 29B 30A 30B
hsa-miR-4260 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-2115-5p 1.00 7.00 3.00 0.00 0.00 6.00 2.00 4.00 30.00 34.00 13.00 6.00 4.00 0.00 11.00 9.00 1.00 4.00 9.00 3.00 24.00 17.00 6.00 0.00 2.00 2.00 4.00 0.00 0.00 3.00 2.00 3.00 4.00 5.00 45.00 3.00 0.00 5.00 16.00 0.00 11.00 1.00 1.00 11.00 2.00 0.00 5.00 0.00 7.00 8.00 4.00 13.00 0.00 2.00 1.00 0.00 13.00 5.00 0.00 7.00
hsa-miR-633 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-5681b 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4662a-5p 15.00 95.00 15.00 25.00 3.00 129.00 76.00 159.00 62.00 9.00 142.00 40.00 3.00 37.00 20.00 34.00 44.00 57.00 27.00 34.00 69.00 59.00 38.00 18.00 59.00 33.00 28.00 23.00 42.00 32.00 61.00 95.00 7.00 54.00 48.00 32.00 24.00 3.00 25.00 19.00 12.00 1.00 11.00 8.00 17.00 5.00 96.00 29.00 17.00 51.00 11.00 23.00 6.00 4.00 13.00 10.00 37.00 23.00 11.00 21.00
hsa-miR-6084 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4471 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-585-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-212-3p 0.00 5.00 0.00 0.00 2.00 4.00 10.00 12.00 21.00 7.00 17.00 6.00 0.00 8.00 4.00 7.00 6.00 3.00 1.00 5.00 18.00 10.00 3.00 9.00 7.00 3.00 1.00 2.00 3.00 1.00 6.00 9.00 4.00 6.00 1.00 1.00 0.00 0.00 5.00 3.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 5.00 1.00 2.00 3.00 2.00 3.00 2.00 0.00 0.00 4.00 1.00 6.00 1.00
hsa-miR-1224-5p 3.00 65.00 0.00 6.00 11.00 7.00 15.00 13.00 33.00 60.00 14.00 45.00 9.00 30.00 13.00 63.00 7.00 80.00 10.00 9.00 2.00 8.00 141.00 59.00 53.00 77.00 8.00 22.00 3.00 5.00 39.00 10.00 5.00 2.00 9.00 0.00 1.00 0.00 10.00 3.00 1.00 0.00 6.00 2.00 8.00 0.00 22.00 6.00 7.00 15.00 3.00 10.00 5.00 8.00 1.00 0.00 2.00 2.00 14.00 6.00
hsa-miR-10396b-5p 0.00 0.00 0.00 0.00 1.00 0.00 0.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4772-5p 1.00 9.00 5.00 3.00 0.00 6.00 4.00 7.00 4.00 9.00 14.00 5.00 0.00 12.00 0.00 1.00 1.00 1.00 3.00 4.00 2.00 3.00 4.00 0.00 6.00 9.00 5.00 3.00 3.00 0.00 3.00 4.00 0.00 5.00 5.00 2.00 0.00 3.00 1.00 4.00 10.00 7.00 6.00 2.00 0.00 0.00 2.00 3.00 2.00 3.00 11.00 3.00 3.00 1.00 11.00 1.00 8.00 3.00 3.00 14.00
hsa-miR-6764-3p 0.00 5.00 0.00 2.00 0.00 2.00 0.00 2.00 2.00 0.00 20.00 0.00 0.00 2.00 0.00 1.00 0.00 3.00 0.00 4.00 1.00 2.00 2.00 0.00 2.00 9.00 1.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 6.00 2.00 0.00 0.00 2.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 4.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3158-3p 54 282 16 136 98 12 84 112 70 102 46 218 56 468 24 348 32 178 36 40 44 40 240 36 208 426 64 232 74 22 372 140 10 52 16 18 16 22 36 14 20 8 12 16 16 18 50 26 36 50 40 44 26 54 30 16 26 16 28 42
hsa-miR-4427 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3913-5p 18 210 8 76 14 82 56 112 82 36 122 78 34 82 22 78 36 60 42 68 44 44 186 36 204 200 84 80 22 22 120 68 6 36 42 38 12 0 34 26 10 6 2 12 12 8 54 20 10 20 18 52 4 12 10 2 34 34 22 26
hsa-miR-553 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6740-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-568 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-592 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00
hsa-miR-3714 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6741-5p 24.00 72.00 0.00 7.00 8.00 43.00 54.00 45.00 60.00 39.00 41.00 26.00 9.00 30.00 33.00 37.00 17.00 30.00 53.00 69.00 41.00 46.00 26.00 16.00 15.00 30.00 32.00 34.00 57.00 26.00 44.00 43.00 11.00 19.00 60.00 8.00 20.00 4.00 30.00 23.00 7.00 7.00 12.00 16.00 30.00 7.00 41.00 38.00 18.00 27.00 39.00 37.00 12.00 23.00 9.00 1.00 24.00 18.00 36.00 39.00
hsa-miR-3189-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-9983-3p 0.00 1.00 0.00 2.00 0.00 0.00 0.00 4.00 4.00 0.00 2.00 0.00 0.00 2.00 1.00 0.00 2.00 2.00 0.00 0.00 1.00 1.00 1.00 1.00 3.00 3.00 1.00 0.00 0.00 0.00 0.00 2.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 2.00 0.00 0.00 2.00 3.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 10.00 12.00
hsa-miR-3616-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6753-5p 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-520b-5p 0 0 0 0 0 0 2 0 0 6 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hsa-miR-940 13.00 17.00 3.00 6.00 1.00 7.00 29.00 30.00 26.00 20.00 18.00 8.00 3.00 14.00 16.00 6.00 17.00 3.00 15.00 24.00 21.00 33.00 0.00 3.00 6.00 4.00 4.00 2.00 25.00 6.00 12.00 25.00 0.00 10.00 7.00 5.00 1.00 0.00 4.00 5.00 6.00 4.00 6.00 0.00 4.00 0.00 19.00 7.00 9.00 8.00 14.00 6.00 3.00 3.00 0.00 0.00 14.00 6.00 8.00 15.00
hsa-miR-33b-3p 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 1.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-588 0.00 0.00 0.00 0.00 0.00 6.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 2.00 1.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4668-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 2.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-1251-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-8078 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-5703 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-146a-3p 5.00 9.00 0.00 0.00 2.00 21.00 11.00 16.00 529.00 73.00 32.00 3.00 0.00 3.00 5.00 3.00 4.00 8.00 132.00 252.00 3.00 6.00 68.00 34.00 8.00 7.00 569.00 214.00 0.00 3.00 4.00 5.00 1.00 17.00 5.00 3.00 27.00 25.00 0.00 1.00 0.00 0.00 0.00 6.00 23.00 4.00 10.00 6.00 0.00 4.00 2.00 7.00 1.00 2.00 64.00 25.00 2.00 0.00 6.00 6.00
hsa-miR-449c-5p 0.00 4.00 0.00 2.00 0.00 0.00 4.00 5.00 5.00 0.00 0.00 1.00 0.00 7.00 4.00 7.00 0.00 2.00 1.00 1.00 0.00 0.00 4.00 0.00 6.00 2.00 0.00 1.00 2.00 0.00 11.00 7.00 0.00 3.00 0.00 0.00 0.00 4.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 2.00 0.00 2.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00
hsa-miR-5087 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6800-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 5.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-11181-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3913-3p 0 6 0 0 0 16 4 8 4 4 8 14 0 0 0 8 2 16 0 4 18 6 6 2 16 10 2 0 12 4 2 2 0 4 10 0 2 0 8 0 0 2 0 0 2 0 2 0 2 0 0 2 4 0 0 0 4 0 0 4
hsa-miR-6814-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-1292-3p 0.00 1.00 0.00 0.00 0.00 2.00 1.00 1.00 2.00 0.00 0.00 1.00 0.00 1.00 5.00 0.00 5.00 2.00 2.00 3.00 2.00 0.00 0.00 3.00 0.00 2.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 4.00 1.00 1.00 0.00 0.00 0.00
hsa-miR-6735-3p 0.00 1.00 0.00 2.00 0.00 0.00 1.00 0.00 3.00 2.00 1.00 0.00 0.00 3.00 1.00 1.00 0.00 1.00 2.00 2.00 2.00 0.00 0.00 2.00 0.00 1.00 0.00 0.00 2.00 1.00 3.00 1.00 0.00 2.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 7.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 2.00 0.00
hsa-miR-548av-3p 0 36 10 12 0 38 8 4 20 8 25 6 6 4 6 6 0 4 8 8 14 32 30 8 30 22 18 14 2 4 10 10 4 9 6 7 0 0 10 0 12 6 14 0 2 0 12 2 10 14 10 6 10 0 0 12 12 0 12 0
hsa-miR-5701 3 0 0 0 0 3 9 3 0 0 15 12 0 6 0 3 3 15 15 3 12 6 3 0 9 6 3 0 0 0 3 3 0 6 3 0 0 0 0 0 9 0 0 0 0 0 6 6 0 0 0 0 6 0 0 0 0 0 0 6
hsa-miR-450b-3p 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-7847-3p 2.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 2.00 0.00 2.00 3.00 8.00 0.00 0.00 2.00 0.00 1.00 0.00 0.00 3.00 6.00 0.00 0.00 0.00 0.00 0.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00
hsa-miR-4497 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00
hsa-miR-3187-5p 2.00 0.00 0.00 0.00 0.00 0.00 4.00 1.00 3.00 0.00 4.00 1.00 0.00 5.00 5.00 0.00 1.00 5.00 0.00 5.00 0.00 2.00 0.00 0.00 2.00 1.00 3.00 0.00 0.00 2.00 1.00 0.00 0.00 3.00 2.00 0.00 3.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 2.00 0.00 1.00 2.00 2.00 0.00 0.00 3.00 0.00 1.00 0.00 0.00 1.00 1.00 2.00 3.00
hsa-miR-6820-5p 0.00 0.00 0.00 2.00 1.00 5.00 4.00 2.00 6.00 11.00 1.00 1.00 2.00 1.00 4.00 2.00 1.00 1.00 0.00 0.00 1.00 12.00 0.00 0.00 0.00 1.00 4.00 3.00 0.00 0.00 1.00 2.00 0.00 6.00 1.00 0.00 3.00 0.00 1.00 2.00 0.00 1.00 4.00 0.00 0.00 0.00 3.00 1.00 1.00 1.00 1.00 2.00 3.00 0.00 0.00 2.00 4.00 2.00 1.00 2.00
hsa-miR-1181 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3121-3p 0.00 8.00 0.00 0.00 0.00 5.00 1.00 6.00 3.00 4.00 1.00 1.00 0.00 0.00 2.00 1.00 1.00 1.00 0.00 3.00 1.00 4.00 1.00 0.00 2.00 3.00 0.00 0.00 0.00 2.00 3.00 4.00 0.00 0.00 0.00 4.00 0.00 0.00 2.00 5.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 5.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 4.00
hsa-miR-8058 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-452-5p 68.00 316.00 9.00 25.00 7.00 289.00 56.00 65.00 52.00 14.00 238.00 52.00 2.00 24.00 17.00 11.00 21.00 43.00 15.00 50.00 33.00 75.00 22.00 28.00 25.00 12.00 35.00 16.00 27.00 11.00 29.00 57.00 55.00 121.00 20.00 16.00 33.00 21.00 19.00 28.00 11.00 11.00 11.00 16.00 17.00 5.00 68.00 40.00 9.00 28.00 50.00 79.00 5.00 2.00 9.00 2.00 45.00 20.00 24.00 33.00
hsa-miR-642a-5p 4.00 2.00 0.00 3.00 1.00 1.00 13.00 13.00 7.00 18.00 7.00 13.00 3.00 15.00 5.00 8.00 8.00 16.00 18.00 26.00 10.00 6.00 3.00 15.00 2.00 4.00 0.00 2.00 11.00 14.00 5.00 20.00 6.00 5.00 1.00 4.00 6.00 2.00 9.00 9.00 0.00 2.00 7.00 5.00 4.00 2.00 1.00 3.00 21.00 1.00 7.00 0.00 5.00 7.00 4.00 3.00 9.00 14.00 14.00 7.00
hsa-miR-1204 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-10397-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
